barnehagefakta.get - WARNING - Change in response for id=1020537, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021640, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022489, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020610, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021217, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016259, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021472, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016258, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021792, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012621, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013434, archiving old result
