barnehagefakta.get - WARNING - Change in response for id=973597639, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973454870, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975301729, archiving old result
barnehagefakta.get - WARNING - Change in response for id=997115953, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974896249, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975301745, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984168349, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998380537, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975301753, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984680937, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979835272, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875301772, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973076922, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986963413, archiving old result
