barnehagefakta.get - WARNING - Change in response for id=884876532, archiving old result
barnehagefakta.get - WARNING - Change in response for id=916336101, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976827910, archiving old result
barnehagefakta.get - WARNING - Change in response for id=926369199, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994454439, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985093474, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975299015, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998374103, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975268330, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875323512, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975268322, archiving old result
