barnehagefakta.get - WARNING - Change in response for id=991642145, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973484338, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974827700, archiving old result
barnehagefakta.get - WARNING - Change in response for id=880202332, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975301605, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975296504, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988725285, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975043827, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984137753, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975301214, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975301222, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991371907, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988391964, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973073508, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990894507, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975268373, archiving old result
barnehagefakta.get - WARNING - Change in response for id=873075392, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985193452, archiving old result
barnehagefakta.get - WARNING - Change in response for id=995029030, archiving old result
