# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Banehaugen barnehage", "Molde kommune", "1015516"
"Barnas Hus", "Molde kommune", "1016928"
"Bjørset barnehage", "Molde Indremisjon", "1015558"
"Espira Årølia barnehage", "Espira Barnehager AS", "1022223"
"Hatlelia barnehage", "Molde kommune", "1025415"
"Hauglegda barnehage", "Molde kommune", "1014777"
"Hjelset barnehage", "Molde kommune", "1017486"
"Kleive Oppvekstsenter Avd barnehage", "Molde kommune", "1025350"
"Krohnstad Montessori barnehage", "Krohnstad Montessori barnehage AS", "1021201"
"Kvam barnehage", "Molde kommune", "1018168"
"Kviltorp barnehage", "Molde kommune", "1021033"
"Langmyra barnehage", "Molde kommune", "1016760"
"Lillekollen barnehage", "Molde kommune", "1016726"
"Mobarn Bolsøya barnehage", "Mobarn Sa", "1016995"
"Mobarn Cecilienfryd barnehage", "Mobarn Sa", "1016083"
"Mobarn Høgnakken barnehage", "Mobarn Sa", "1016577"
"Mobarn Nordbyen barnehage", "Mobarn Sa", "1016208"
"Mobarn Vågsetra barnehage", "Mobarn Sa", "1016223"
"Mobarn Øverland barnehage", "Mobarn Sa", "1016212"
"Mordalstua barnehage", "Brunstad Kristelige Menighet Molde", "1020689"
"Mårskrenten barnehage", "Mårskrenten Borettslag", "1020390"
"Sekken Oppvekstsenter Avd barnehage", "Molde kommune", "1014979"
"Skogstua barnehage", "Molde kommune", "1021031"
"Solemdal barnehage", "Solemdal Velforening", "1019722"
"St Sunniva barnehage", "Molde kommune", "1016725"
"Studentsamskipnaden i Molde Si Molde barnehage", "Studentsamskipnaden i Molde", "1014822"
"Tranebæret AS", "Tranebæret AS", "1020948"
"Øvre Bergmo barnehage", "Molde kommune", "1016902"
"Åsleet Familiebarnehage Julie Hov Fostervold", "Åsleet Familiebarnehage Julie Hov Fostervold", "1021055"
