barnehagefakta.get - WARNING - Change in response for id=975315371, archiving old result
barnehagefakta.get - WARNING - Change in response for id=922714134, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987806230, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988116246, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992223162, archiving old result
barnehagefakta.get - WARNING - Change in response for id=896210882, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975302083, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973514067, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991239022, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994464221, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973456989, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973683225, archiving old result
barnehagefakta.get - WARNING - Change in response for id=819294542, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986911081, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987278595, archiving old result
barnehagefakta.get - WARNING - Change in response for id=982978815, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975295788, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979428812, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973348973, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972399450, archiving old result
barnehagefakta.get - WARNING - Change in response for id=920219888, archiving old result
