barnehagefakta.get - WARNING - Change in response for id=1018259, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021451, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026339, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019640, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026340, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014936, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020619, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019505, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021897, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021798, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021097, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022240, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021973, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020499, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020297, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021851, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019806, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021469, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015994, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014746, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021448, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020357, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020957, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019739, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021213, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021366, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017109, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018260, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020197, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017344, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012568, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021462, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019498, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025405, archiving old result
