barnehagefakta.get - WARNING - Change in response for id=1018328, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018616, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015752, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019725, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014726, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021080, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018063, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019811, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019571, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019837, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015544, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021160, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018064, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020654, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020194, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021628, archiving old result
